,0,1,2,3,4
0,105.33874129581801,65.27175042333161,50.442262278350796,59.47589697865203,66.43721384097393
1,105.72441699900715,75.62557874089346,52.35187353557208,55.97016366658667,64.32337042904484
2,100.96101299386605,80.106534192513,55.59000830712024,52.04563674522987,60.57049578306011
3,98.09690291698841,84.00565648514787,55.994998775803666,48.97171190210935,59.57803595553759
4,97.14930370608852,89.42182311861019,42.172962887231776,55.92350949655737,56.75568444826189
5,97.88825699633239,91.38316292540095,66.8490887950581,47.47678698023438,64.35205450629738
6,98.26030809599781,90.08822885601025,77.54457922766697,50.982439331212134,65.93984732288266
7,98.401114961242,86.55322701301856,82.49214089619335,54.53675010923932,57.92740545840795
8,99.4920065553211,78.38298092916867,87.45296043457543,63.100709221156706,65.16018262166752
9,101.7816649405181,62.06827368205646,89.34560302859411,76.04271380304843,69.73951255715471
10,103.62816141057544,71.97303443016712,82.37300319428302,88.4851198706419,87.59558069423849
11,104.67289696167046,70.9880197871562,67.35242200333634,86.14658508427833,91.07435391489844
